gene_id	gene_name	count.input	count.sample	total.input	total.sample	log2OR	padj	hit	enriched.rev	count.input.rev	count.sample.rev	total.input.rev	total.sample.rev
ENSMUSG00000038520	Tbc1d17	3	1	330773	24257	NA	NA	NA	NA	4	0	328553	22225
ENSMUSG00000038521	C1s1	2	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000038522	Mfsd4b1	1	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000038523	1700003F12Rik	0	1	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000038524	Fchsd1	1	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000038525	Armc10	4	0	330773	24257	NA	NA	NA	NA	11	0	328553	22225
ENSMUSG00000038526	Car14	17	1	330773	24257	NA	NA	NA	NA	21	2	328553	22225
ENSMUSG00000038527	C1rl	26	2	330773	24257	NA	NA	NA	NA	37	1	328553	22225
ENSMUSG00000038528	Mfsd4b5	2	0	330773	24257	NA	NA	NA	Enriched for reversed integrations	1	3	328553	22225
ENSMUSG00000038530	Rgs4	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000038533	Cbfa2t2	161	15	330773	24257	0.429642886086152	0.99997370591344	FALSE	NA	199	10	328553	22225
ENSMUSG00000038534	Osbpl7	6	0	330773	24257	NA	NA	NA	NA	8	0	328553	22225
ENSMUSG00000038535	Zfp280d	30	1	330773	24257	NA	NA	NA	NA	21	1	328553	22225
ENSMUSG00000038538	Ubn2	1	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000038539	Atf5	6	0	330773	24257	NA	NA	NA	NA	8	0	328553	22225
ENSMUSG00000038540	Tmc3	2	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000038541	Srd5a2	7	1	330773	24257	NA	NA	NA	NA	6	0	328553	22225
ENSMUSG00000038542	Pcid2	18	0	330773	24257	NA	NA	NA	NA	11	1	328553	22225
ENSMUSG00000038543	BC028528	15	1	330773	24257	NA	NA	NA	NA	10	1	328553	22225
ENSMUSG00000038544	Inip	18	0	330773	24257	NA	NA	NA	NA	16	0	328553	22225
ENSMUSG00000038545	Cul7	3	0	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000038546	Ranbp9	25	0	330773	24257	NA	NA	NA	NA	18	0	328553	22225
ENSMUSG00000038550	Ciart	2	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000038552	Fndc4	21	2	330773	24257	NA	NA	NA	NA	19	0	328553	22225
ENSMUSG00000038555	Reep2	1	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000038560	Sp6	30	0	330773	24257	NA	NA	NA	NA	17	1	328553	22225
ENSMUSG00000038563	Efl1	23	1	330773	24257	NA	NA	NA	NA	30	0	328553	22225
ENSMUSG00000038564	Ift172	4	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000038567	Cyp24a1	6	0	330773	24257	NA	NA	NA	NA	13	1	328553	22225
ENSMUSG00000038569	Rad9b	4	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000038570	Saxo2	81	3	330773	24257	-0.588449244098028	0.99997370591344	FALSE	NA	77	3	328553	22225
ENSMUSG00000038572	Bpifb5	3	0	330773	24257	NA	NA	NA	NA	4	0	328553	22225
ENSMUSG00000038576	Susd4	7	0	330773	24257	NA	NA	NA	NA	4	1	328553	22225
ENSMUSG00000038578	Susd1	38	0	330773	24257	NA	NA	NA	NA	37	3	328553	22225
ENSMUSG00000038580	Sct	1	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000038582	Pptc7	35	1	330773	24257	NA	NA	NA	NA	32	2	328553	22225
ENSMUSG00000038583	Pln	1	0	330773	24257	NA	NA	NA	NA	5	0	328553	22225
ENSMUSG00000038587	Akap12	168	4	330773	24257	-1.31013057195228	0.99997370591344	FALSE	NA	158	6	328553	22225
ENSMUSG00000038591	Colec10	1	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000038593	Tctn1	34	2	330773	24257	NA	NA	NA	NA	35	1	328553	22225
ENSMUSG00000038594	Cep85l	26	0	330773	24257	NA	NA	NA	NA	20	4	328553	22225
ENSMUSG00000038598	Shoc1	26	1	330773	24257	NA	NA	NA	NA	27	1	328553	22225
ENSMUSG00000038599	Capn8	32	0	330773	24257	NA	NA	NA	NA	38	1	328553	22225
ENSMUSG00000038600	Atp6v0a4	11	0	330773	24257	NA	NA	NA	NA	11	1	328553	22225
ENSMUSG00000038602	Slc35f1	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000038604	Ripor1	29	1	330773	24257	NA	NA	NA	NA	17	0	328553	22225
ENSMUSG00000038605	Samd10	16	2	330773	24257	NA	NA	NA	NA	17	0	328553	22225
ENSMUSG00000038608	Dock10	2	0	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000038611	Phrf1	12	0	330773	24257	NA	NA	NA	NA	8	1	328553	22225
ENSMUSG00000038612	Mcl1	87	4	330773	24257	-0.36834996538334	0.99997370591344	FALSE	NA	127	3	328553	22225
ENSMUSG00000038615	Nfe2l1	43	21	330773	24257	2.77036197652654	1.64791049148219e-08	TRUE	NA	46	4	328553	22225
ENSMUSG00000038618	Rassf7	6	0	330773	24257	NA	NA	NA	NA	4	1	328553	22225
ENSMUSG00000038619	Ensa	8	0	330773	24257	NA	NA	NA	NA	14	0	328553	22225
ENSMUSG00000038622	Med30	0	1	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000038623	Tm6sf1	9	0	330773	24257	NA	NA	NA	NA	4	0	328553	22225
ENSMUSG00000038624	Nepn	7	1	330773	24257	NA	NA	NA	NA	8	0	328553	22225
ENSMUSG00000038628	Polr3k	1	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000038630	Zkscan16	7	1	330773	24257	NA	NA	NA	NA	6	0	328553	22225
ENSMUSG00000038633	Degs1	9	0	330773	24257	NA	NA	NA	NA	5	0	328553	22225
ENSMUSG00000038637	Lrrc56	10	0	330773	24257	NA	NA	NA	NA	6	0	328553	22225
ENSMUSG00000038641	Akr1d1	11	1	330773	24257	NA	NA	NA	NA	11	2	328553	22225
ENSMUSG00000038642	Ctss	19	2	330773	24257	NA	NA	NA	NA	12	0	328553	22225
ENSMUSG00000038644	Pold1	0	1	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000038646	Ramac	32	1	330773	24257	NA	NA	NA	NA	48	7	328553	22225
ENSMUSG00000038648	Creb3l2	11	2	330773	24257	NA	NA	NA	NA	12	1	328553	22225
ENSMUSG00000038650	Rnh1	5	0	330773	24257	NA	NA	NA	NA	8	0	328553	22225
ENSMUSG00000038651	Sycp2l	43	3	330773	24257	0.309869906493601	0.99997370591344	FALSE	NA	24	0	328553	22225
ENSMUSG00000038656	Cyp3a16	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000038658	Ric1	3	0	330773	24257	NA	NA	NA	NA	4	0	328553	22225
ENSMUSG00000038663	Fsd2	38	5	330773	24257	1.06900132041569	0.99997370591344	FALSE	NA	22	2	328553	22225
ENSMUSG00000038664	Herc1	4	0	330773	24257	NA	NA	NA	NA	14	3	328553	22225
ENSMUSG00000038665	Dgki	7	2	330773	24257	NA	NA	NA	NA	6	0	328553	22225
ENSMUSG00000038668	Lpar1	54	1	330773	24257	NA	NA	NA	NA	37	1	328553	22225
ENSMUSG00000038670	Mybpc2	1	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000038671	Arfrp1	0	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000038676	Ucn	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000038677	Scube3	73	2	330773	24257	NA	NA	NA	NA	64	4	328553	22225
ENSMUSG00000038679	Trps1	22	0	330773	24257	NA	NA	NA	NA	26	3	328553	22225
ENSMUSG00000038683	Pak1ip1	21	0	330773	24257	NA	NA	NA	NA	31	0	328553	22225
ENSMUSG00000038685	Rtel1	30	0	330773	24257	NA	NA	NA	NA	23	0	328553	22225
ENSMUSG00000038690	Atp5j2	3	0	330773	24257	NA	NA	NA	NA	3	1	328553	22225
ENSMUSG00000038691	Mbd3l1	2	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000038692	Hoxb4	1	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000038695	Josd2	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000038696	Mapkap1	10	0	330773	24257	NA	NA	NA	NA	11	0	328553	22225
ENSMUSG00000038697	Taf5l	69	1	330773	24257	NA	NA	NA	NA	58	2	328553	22225
ENSMUSG00000038700	Hoxb5	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000038702	Dsel	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000038704	Aspdh	2	0	330773	24257	NA	NA	NA	NA	0	1	328553	22225
ENSMUSG00000038705	Gmeb2	10	0	330773	24257	NA	NA	NA	NA	21	0	328553	22225
ENSMUSG00000038708	Golga4	23	0	330773	24257	NA	NA	NA	NA	18	0	328553	22225
ENSMUSG00000038709	Txndc8	1	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000038712	Mindy1	80	3	330773	24257	-0.57074149040045	0.99997370591344	FALSE	NA	96	4	328553	22225
ENSMUSG00000038717	Atp5l	2	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000038718	Pbx3	10	0	330773	24257	NA	NA	NA	NA	8	0	328553	22225
ENSMUSG00000038721	Hoxb7	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000038722	Bud31	0	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000038725	Pkhd1l1	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000038732	Mboat1	23	1	330773	24257	NA	NA	NA	NA	16	2	328553	22225
ENSMUSG00000038733	Wdr26	40	0	330773	24257	NA	NA	NA	NA	48	2	328553	22225
ENSMUSG00000038736	Nudcd1	1	0	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000038738	Shank1	61	2	330773	24257	NA	NA	NA	NA	68	1	328553	22225
ENSMUSG00000038740	Mvb12b	75	3	330773	24257	-0.478789844229799	0.99997370591344	FALSE	NA	35	0	328553	22225
ENSMUSG00000038742	Angptl6	6	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000038745	Nlrp6	8	1	330773	24257	NA	NA	NA	NA	7	1	328553	22225
ENSMUSG00000038750	Omt2b	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000038751	Ptk6	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000038754	Elovl3	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000038756	Ttll6	81	3	330773	24257	-0.588449244098028	0.99997370591344	FALSE	NA	108	5	328553	22225
ENSMUSG00000038759	Nup205	16	1	330773	24257	NA	NA	NA	NA	11	4	328553	22225
ENSMUSG00000038760	Trhr	0	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000038762	Abcf1	3	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000038763	Alpk3	69	4	330773	24257	-0.0381048688300118	0.99997370591344	FALSE	NA	54	1	328553	22225
ENSMUSG00000038764	Ptpn3	37	0	330773	24257	NA	NA	NA	NA	32	1	328553	22225
ENSMUSG00000038765	Lmx1b	11	0	330773	24257	NA	NA	NA	NA	14	0	328553	22225
ENSMUSG00000038766	Gabpb2	4	0	330773	24257	NA	NA	NA	NA	6	0	328553	22225
ENSMUSG00000038768	9130409I23Rik	47	1	330773	24257	NA	NA	NA	NA	29	2	328553	22225
ENSMUSG00000038770	Kpna7	3	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000038773	Kdm3b	4	1	330773	24257	NA	NA	NA	NA	13	0	328553	22225
ENSMUSG00000038774	Ascc3	3	0	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000038775	Vill	3	0	330773	24257	NA	NA	NA	NA	5	0	328553	22225
ENSMUSG00000038776	Ephx1	13	1	330773	24257	NA	NA	NA	NA	24	0	328553	22225
ENSMUSG00000038777	Sema6c	22	1	330773	24257	NA	NA	NA	NA	41	3	328553	22225
ENSMUSG00000038780	Smurf1	14	0	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000038781	Stap2	6	0	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000038782	1700028J19Rik	2	0	330773	24257	NA	NA	NA	NA	4	0	328553	22225
ENSMUSG00000038784	Cnot4	15	3	330773	24257	1.76941217354227	0.975023695107635	FALSE	NA	18	1	328553	22225
ENSMUSG00000038791	Scgb3a2	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000038793	Lefty1	45	2	330773	24257	NA	NA	NA	NA	50	2	328553	22225
ENSMUSG00000038797	Zscan2	108	7	330773	24257	0.00107424701649873	0.99997370591344	FALSE	Enriched for reversed integrations	148	44	328553	22225
ENSMUSG00000038801	Scgb1c1	6	0	330773	24257	NA	NA	NA	NA	4	0	328553	22225
ENSMUSG00000038803	Ost4	23	0	330773	24257	NA	NA	NA	NA	22	0	328553	22225
ENSMUSG00000038805	Six3	7	1	330773	24257	NA	NA	NA	NA	9	0	328553	22225
ENSMUSG00000038806	Sde2	71	3	330773	24257	-0.400763637547471	0.99997370591344	FALSE	NA	60	3	328553	22225
ENSMUSG00000038807	Rap1gap2	39	5	330773	24257	1.03247356827854	0.99997370591344	FALSE	NA	62	4	328553	22225
ENSMUSG00000038811	Gngt2	3	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000038812	Trmt112	25	1	330773	24257	NA	NA	NA	NA	28	1	328553	22225
ENSMUSG00000038816	Ctnnal1	23	4	330773	24257	1.50645530676498	0.913428017182575	FALSE	NA	20	0	328553	22225
ENSMUSG00000038822	Hace1	3	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000038827	Abitram	1	0	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000038828	Tmem214	2	0	330773	24257	NA	NA	NA	NA	5	1	328553	22225
ENSMUSG00000038831	Ralgps1	22	0	330773	24257	NA	NA	NA	NA	22	2	328553	22225
ENSMUSG00000038836	Agbl3	8	0	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000038838	Vars2	1	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000038840	Birc7	16	0	330773	24257	NA	NA	NA	NA	26	1	328553	22225
ENSMUSG00000038843	Gcnt1	15	0	330773	24257	NA	NA	NA	NA	9	0	328553	22225
ENSMUSG00000038844	Kif16b	14	0	330773	24257	NA	NA	NA	NA	8	0	328553	22225
ENSMUSG00000038845	Phb	60	3	330773	24257	-0.161511608977098	0.99997370591344	FALSE	NA	64	3	328553	22225
ENSMUSG00000038848	Ythdf1	14	0	330773	24257	NA	NA	NA	NA	10	0	328553	22225
ENSMUSG00000038855	Itpkb	74	1	330773	24257	NA	NA	NA	NA	67	6	328553	22225
ENSMUSG00000038859	Baiap2l1	38	1	330773	24257	NA	NA	NA	NA	38	2	328553	22225
ENSMUSG00000038860	Garnl3	14	0	330773	24257	NA	NA	NA	NA	9	0	328553	22225
ENSMUSG00000038861	Pi4kb	25	0	330773	24257	NA	NA	NA	NA	29	0	328553	22225
ENSMUSG00000038866	Zcchc2	6	0	330773	24257	NA	NA	NA	NA	6	1	328553	22225
ENSMUSG00000038871	Bpgm	4	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000038872	Zfhx3	42	2	330773	24257	NA	NA	NA	NA	56	0	328553	22225
ENSMUSG00000038876	Rnf146	1	0	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000038879	Nipal2	3	0	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000038880	Mrps34	1	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000038883	Prl3a1	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000038884	Shfl	7	1	330773	24257	NA	NA	NA	NA	4	0	328553	22225
ENSMUSG00000038886	Man2a2	1	0	330773	24257	NA	NA	NA	NA	5	0	328553	22225
ENSMUSG00000038888	Ctu1	4	0	330773	24257	NA	NA	NA	NA	5	0	328553	22225
ENSMUSG00000038891	Prl3b1	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000038893	Fam117a	35	0	330773	24257	NA	NA	NA	Enriched for reversed integrations	32	11	328553	22225
ENSMUSG00000038894	Irs2	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000038895	Zfp653	0	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000038900	Rpl12	8	1	330773	24257	NA	NA	NA	NA	18	0	328553	22225
ENSMUSG00000038902	Pogz	19	1	330773	24257	NA	NA	NA	NA	32	0	328553	22225
ENSMUSG00000038903	Ccdc68	18	0	330773	24257	NA	NA	NA	NA	24	0	328553	22225
ENSMUSG00000038909	Kat7	47	14	330773	24257	2.09191401365537	0.000835427199402197	TRUE	NA	57	1	328553	22225
ENSMUSG00000038910	Plcl2	20	0	330773	24257	NA	NA	NA	NA	14	0	328553	22225
ENSMUSG00000038914	Dido1	54	1	330773	24257	NA	NA	NA	NA	55	1	328553	22225
ENSMUSG00000038916	Soga3	0	0	330773	24257	NA	NA	NA	NA	4	0	328553	22225
ENSMUSG00000038925	E330034G19Rik	57	3	330773	24257	-0.0887391956795818	0.99997370591344	FALSE	NA	74	3	328553	22225
ENSMUSG00000038930	Rccd1	1	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000038932	Tcfl5	0	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000038936	Sccpdh	2	0	330773	24257	NA	NA	NA	NA	18	0	328553	22225
ENSMUSG00000038943	Prc1	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000038949	Cnst	23	1	330773	24257	NA	NA	NA	NA	40	1	328553	22225
ENSMUSG00000038954	Supt3	5	0	330773	24257	NA	NA	NA	NA	6	0	328553	22225
ENSMUSG00000038957	Edc3	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000038963	Slco4a1	18	3	330773	24257	1.52147822204091	0.99997370591344	FALSE	NA	14	1	328553	22225
ENSMUSG00000038965	Ube2l3	85	5	330773	24257	-0.0720631746910225	0.99997370591344	FALSE	NA	109	6	328553	22225
ENSMUSG00000038967	Pdk2	2	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000038968	Klk1b16	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000038970	Lmtk2	23	1	330773	24257	NA	NA	NA	NA	11	0	328553	22225
ENSMUSG00000038973	Cldnd2	0	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000038975	Rabggtb	3	2	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000038976	Ppp1r9b	29	1	330773	24257	NA	NA	NA	NA	49	3	328553	22225
ENSMUSG00000038980	Rbbp8nl	12	1	330773	24257	NA	NA	NA	NA	15	2	328553	22225
ENSMUSG00000038982	Bloc1s5	10	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000038987	Cfap157	3	0	330773	24257	NA	NA	NA	NA	5	0	328553	22225
ENSMUSG00000038990	Cables2	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000038991	Txndc5	1	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000038997	Asb17	6	1	330773	24257	NA	NA	NA	NA	13	0	328553	22225
ENSMUSG00000039000	Ube3c	10	1	330773	24257	NA	NA	NA	NA	4	1	328553	22225
ENSMUSG00000039001	Rps21	99	5	330773	24257	-0.289727125892802	0.99997370591344	FALSE	NA	91	5	328553	22225
ENSMUSG00000039004	Bmp6	1	0	330773	24257	NA	NA	NA	NA	5	0	328553	22225
ENSMUSG00000039005	Tlr4	14	1	330773	24257	NA	NA	NA	NA	8	2	328553	22225
ENSMUSG00000039007	Cpq	3	0	330773	24257	NA	NA	NA	NA	5	1	328553	22225
ENSMUSG00000039013	Siglecf	73	1	330773	24257	NA	NA	NA	NA	64	3	328553	22225
ENSMUSG00000039016	Timm8b	1	0	330773	24257	NA	NA	NA	NA	4	0	328553	22225
ENSMUSG00000039018	Mtg1	2	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000039021	Ttc16	4	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000039031	Arhgap18	16	1	330773	24257	NA	NA	NA	NA	15	0	328553	22225
ENSMUSG00000039032	Tsga13	15	0	330773	24257	NA	NA	NA	NA	9	1	328553	22225
ENSMUSG00000039033	Tasp1	22	1	330773	24257	NA	NA	NA	NA	18	0	328553	22225
ENSMUSG00000039037	St6galnac5	1	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000039041	Adrm1	1	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000039043	Arpin	81	1	330773	24257	NA	NA	NA	NA	88	5	328553	22225
ENSMUSG00000039046	Usp6nl	45	1	330773	24257	NA	NA	NA	NA	47	4	328553	22225
ENSMUSG00000039047	Pigk	15	1	330773	24257	NA	NA	NA	NA	10	2	328553	22225
ENSMUSG00000039048	Foxred1	2	1	330773	24257	NA	NA	NA	NA	4	0	328553	22225
ENSMUSG00000039050	Osbpl2	4	0	330773	24257	NA	NA	NA	NA	4	0	328553	22225
ENSMUSG00000039055	Eme1	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000039057	Myo16	3	0	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000039058	Ak5	12	2	330773	24257	NA	NA	NA	NA	18	1	328553	22225
ENSMUSG00000039059	Hrh3	4	0	330773	24257	NA	NA	NA	NA	4	0	328553	22225
ENSMUSG00000039062	Anpep	4	0	330773	24257	NA	NA	NA	NA	4	0	328553	22225
ENSMUSG00000039063	Echdc3	44	4	330773	24257	0.599415706059358	0.99997370591344	FALSE	NA	38	1	328553	22225
ENSMUSG00000039065	Atpsckmt	3	1	330773	24257	NA	NA	NA	NA	3	1	328553	22225
ENSMUSG00000039067	Psmd7	44	1	330773	24257	NA	NA	NA	NA	69	0	328553	22225
ENSMUSG00000039068	Zzz3	10	2	330773	24257	NA	NA	NA	NA	4	0	328553	22225
ENSMUSG00000039069	Mtg2	12	0	330773	24257	NA	NA	NA	NA	13	1	328553	22225
ENSMUSG00000039070	Cpa4	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000039079	Trhr2	6	0	330773	24257	NA	NA	NA	NA	5	0	328553	22225
ENSMUSG00000039081	Zfp503	2	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000039084	Chad	6	0	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000039086	Ss18l1	0	9	330773	24257	7.0930824224142	7.23604555758741e-10	TRUE	NA	0	0	328553	22225
ENSMUSG00000039087	Rreb1	54	2	330773	24257	NA	NA	NA	NA	76	3	328553	22225
ENSMUSG00000039089	L3mbtl3	3	0	330773	24257	NA	NA	NA	NA	11	0	328553	22225
ENSMUSG00000039092	Sptlc3	1	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000039095	En2	6	0	330773	24257	NA	NA	NA	NA	6	0	328553	22225
ENSMUSG00000039096	Rsad1	1	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000039097	Rln1	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000039099	Wdr93	3	0	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000039100	Marchf6	52	2	330773	24257	NA	NA	NA	NA	46	3	328553	22225
ENSMUSG00000039103	Nexn	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000039105	Atp6v1g1	52	2	330773	24257	NA	NA	NA	NA	62	3	328553	22225
ENSMUSG00000039106	Htr5a	57	1	330773	24257	NA	NA	NA	NA	70	3	328553	22225
ENSMUSG00000039108	Lsm14b	4	2	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000039109	F13a1	0	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000039110	Mycbpap	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000039114	Nrn1	0	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000039115	Itga9	10	0	330773	24257	NA	NA	NA	NA	16	1	328553	22225
ENSMUSG00000039116	Adgrg6	16	1	330773	24257	NA	NA	NA	NA	21	0	328553	22225
ENSMUSG00000039117	Taf4	1	0	330773	24257	NA	NA	NA	NA	4	2	328553	22225
ENSMUSG00000039126	Prune2	27	1	330773	24257	NA	NA	NA	NA	19	0	328553	22225
ENSMUSG00000039128	Cdc123	27	0	330773	24257	NA	NA	NA	NA	25	0	328553	22225
ENSMUSG00000039130	Zc3hc1	15	0	330773	24257	NA	NA	NA	NA	14	0	328553	22225
ENSMUSG00000039131	Gipc2	3	0	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000039137	Whrn	64	3	330773	24257	-0.253164959850537	0.99997370591344	FALSE	NA	53	2	328553	22225
ENSMUSG00000039145	Camk1d	55	4	330773	24257	0.283882012926152	0.99997370591344	FALSE	NA	60	5	328553	22225
ENSMUSG00000039146	Ifi44l	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000039148	Sart1	4	0	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000039153	Runx2	5	0	330773	24257	NA	NA	NA	NA	5	0	328553	22225
ENSMUSG00000039154	Shd	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000039155	Cdh26	1	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000039156	Stim2	7	0	330773	24257	NA	NA	NA	NA	4	0	328553	22225
ENSMUSG00000039157	Fam102a	77	4	330773	24257	-0.194264845576876	0.99997370591344	FALSE	NA	97	2	328553	22225
ENSMUSG00000039158	Akna	0	0	330773	24257	NA	NA	NA	NA	1	1	328553	22225
ENSMUSG00000039159	Ube2h	90	1	330773	24257	NA	NA	NA	NA	62	2	328553	22225
ENSMUSG00000039163	Cmc1	3	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000039164	Naif1	11	1	330773	24257	NA	NA	NA	NA	5	0	328553	22225
ENSMUSG00000039166	Akap7	40	4	330773	24257	0.733741603033903	0.99997370591344	FALSE	NA	45	2	328553	22225
ENSMUSG00000039167	Adgrl4	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000039168	Dap	31	2	330773	24257	NA	NA	NA	NA	21	0	328553	22225
ENSMUSG00000039174	1700003H04Rik	5	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000039176	Polg	13	1	330773	24257	NA	NA	NA	NA	11	2	328553	22225
